Month,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1225489,-,-,-,40.53,-74.58,-5,18,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,Degrees,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
January,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Relative Humidity,Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,3,30,0,0,0,18,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,4,30,0,0,0,18,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,5,30,5,0,5,18,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,6,30,27,0,27,19,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,7,30,124,0,124,19,92.76,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,8,30,155,0,155,20,86.21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,9,30,244,13,255,21,79.41,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,10,30,281,17,296,21,76.57,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,11,30,436,121,547,21,72.85,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,12,30,450,110,551,21,72.89,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,13,30,415,114,515,21,77.49,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,14,30,368,218,539,21,77.92,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,15,30,278,64,320,21,82.96,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,16,30,183,31,199,21,88.13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,17,30,79,0,79,22,94.36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,18,30,19,0,19,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,19,30,0,0,0,21,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,20,30,0,0,0,21,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,21,30,0,0,0,21,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,22,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,1,23,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,0,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,1,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,2,30,0,0,0,19,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,3,30,0,0,0,19,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,4,30,0,0,0,19,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,5,30,28,37,32,19,100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,6,30,121,227,184,19,98.87,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,7,30,167,23,178,19,91.28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,8,30,280,181,394,19,78.69,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,9,30,351,92,421,19,74.39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,10,30,407,269,639,19,70.38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,11,30,225,10,235,19,70.09,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,12,30,155,3,158,19,65.37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,13,30,231,10,240,18,68.56,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,14,30,313,35,341,18,67.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,15,30,280,71,326,18,71.21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,16,30,199,72,234,18,74.62,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,17,30,62,0,62,18,78.48,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,18,30,44,125,58,18,91.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,19,30,0,0,0,18,95.1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,20,30,0,0,0,17,99.01,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,21,30,0,0,0,17,97.49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,22,30,0,0,0,17,95.91,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,2,23,30,0,0,0,16,93.7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,0,30,0,0,0,16,92.28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,1,30,0,0,0,16,97.97,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,2,30,0,0,0,16,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,3,30,0,0,0,16,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,4,30,0,0,0,16,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,5,30,29,180,44,17,96.61,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,6,30,75,488,209,17,85.92,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,7,30,102,656,402,16,71.65,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,8,30,274,225,415,16,64.72,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,9,30,331,328,581,15,59.32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,10,30,122,865,864,15,55.18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,11,30,126,876,925,15,51.86,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,12,30,130,873,928,15,52.04,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,13,30,123,865,875,15,52.28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,14,30,117,838,768,15,55.67,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,15,30,280,263,451,15,56.01,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,16,30,92,711,436,15,59.87,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,17,30,70,573,243,16,68.98,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,18,30,35,293,68,17,83.44,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,19,30,0,0,0,16,92.38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,20,30,0,0,0,16,91.47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,21,30,0,0,0,16,97.1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,22,30,0,0,0,16,96.28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,3,23,30,0,0,0,16,94.88,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,0,30,0,0,0,15,87.87,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,1,30,0,0,0,15,86.98,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,2,30,0,0,0,15,86.41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,3,30,0,0,0,15,85.98,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,4,30,0,0,0,15,85.81,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,5,30,27,231,46,16,85.18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,6,30,64,555,215,18,78.38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,7,30,85,715,411,16,59.03,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,8,30,100,798,596,15,51.68,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,9,30,111,845,752,15,50.78,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,10,30,384,350,685,15,48.86,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,11,30,111,900,929,15,50.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,12,30,119,888,929,16,51.16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,13,30,140,837,866,16,52.16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,14,30,327,370,614,16,53.18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,15,30,287,209,422,16,57.54,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,16,30,114,639,421,17,62.31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,17,30,86,482,230,17,68.03,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,18,30,38,207,61,18,79.89,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,19,30,0,0,0,17,88.06,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,20,30,0,0,0,17,92.51,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,21,30,0,0,0,17,92.03,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,22,30,0,0,0,17,97.04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,4,23,30,0,0,0,17,95.95,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,0,30,0,0,0,17,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,1,30,0,0,0,17,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,2,30,0,0,0,16,99.43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,3,30,0,0,0,16,99.15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,4,30,0,0,0,16,98.97,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,5,30,27,166,41,17,95.07,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,6,30,73,481,203,17,80.23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,7,30,100,641,391,17,69.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,8,30,121,723,569,17,61.67,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,9,30,141,763,719,17,58.38,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,10,30,416,204,591,17,59.08,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,11,30,427,76,496,17,56.18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,12,30,406,364,738,17,56.75,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,13,30,358,37,391,17,54.14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,14,30,282,22,299,18,58.03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,15,30,270,303,465,18,58.55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,16,30,183,38,202,18,62.44,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,17,30,104,13,108,18,67.24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,18,30,39,104,50,18,77.66,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,19,30,0,0,0,18,86.46,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,20,30,0,0,0,18,85.13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,21,30,0,0,0,18,83.69,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,22,30,0,0,0,18,88.92,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,5,23,30,0,0,0,18,90.96,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,0,30,0,0,0,19,94.41,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,1,30,0,0,0,19,98.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,2,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,3,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,4,30,0,0,0,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,5,30,23,0,23,21,94.99,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,6,30,106,99,132,21,87.64,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,7,30,167,28,180,22,81.52,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,8,30,261,63,300,22,73.46,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,9,30,265,19,280,22,69.4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,10,30,241,11,252,22,65.82,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,11,30,451,184,618,22,62.49,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,12,30,200,732,865,23,62.63,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,13,30,415,250,631,23,62.86,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,14,30,160,722,717,23,67.6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,15,30,209,11,216,23,73.28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,16,30,9,0,9,24,80.45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,17,30,4,0,4,24,93.67,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,18,30,37,134,50,24,99.73,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,19,30,0,0,0,23,100,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,20,30,0,0,0,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,21,30,0,0,0,21,100,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,22,30,0,0,0,19,98.63,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,6,23,30,0,0,0,18,95.52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,0,30,0,0,0,17,89.58,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,1,30,0,0,0,16,91.82,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,2,30,0,0,0,16,89.33,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,3,30,0,0,0,15,93.46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,4,30,0,0,0,15,92.59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,5,30,24,242,42,15,82.64,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,6,30,58,582,212,16,75.38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,7,30,77,735,407,17,65.46,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,8,30,89,820,594,16,57.06,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,9,30,97,870,751,16,52.39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,10,30,101,898,866,16,48.3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,11,30,102,913,927,15,44.88,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,12,30,101,916,932,15,44.57,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,13,30,116,877,871,15,41.84,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,14,30,111,847,762,15,44.05,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,15,30,101,801,609,15,46.42,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,16,30,86,722,426,15,49.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,17,30,64,580,232,16,59.99,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,18,30,30,277,57,18,74.92,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,19,30,0,0,0,17,74.31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,20,30,0,0,0,17,73.96,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,21,30,0,0,0,16,77.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,22,30,0,0,0,16,77.57,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,7,23,30,0,0,0,16,81.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,0,30,0,0,0,16,81,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,1,30,0,0,0,16,86.62,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,2,30,0,0,0,16,87.01,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,3,30,0,0,0,16,86.85,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,4,30,0,0,0,16,86.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,5,30,25,121,34,16,82.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,6,30,80,402,186,16,72.47,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,7,30,176,247,287,17,65.08,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,8,30,120,736,572,16,54.76,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,9,30,282,448,618,15,49.74,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,10,30,246,11,256,15,45.39,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,11,30,379,405,745,14,44.86,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,12,30,393,381,738,15,45.99,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,13,30,394,316,666,15,46.15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,14,30,351,266,554,15,46.06,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,15,30,204,506,524,15,46.19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,16,30,101,672,416,15,47.13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,17,30,74,518,222,15,53.6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,18,30,31,219,51,17,72.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,19,30,0,0,0,17,79.29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,20,30,0,0,0,17,80.57,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,21,30,0,0,0,17,87.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,22,30,0,0,0,18,89.15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,8,23,30,0,0,0,18,96.36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,0,30,0,0,0,18,96.65,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,1,30,0,0,0,18,95.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,2,30,0,0,0,17,93.87,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,3,30,0,0,0,17,91.12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,4,30,0,0,0,17,88.56,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,5,30,22,174,34,17,84.18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,6,30,66,513,199,18,73.98,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,7,30,92,676,393,17,60.23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,8,30,113,759,578,17,54.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,9,30,130,803,732,17,51.51,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,10,30,132,844,847,17,48.53,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,11,30,142,849,905,17,45.91,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,12,30,356,480,789,17,46.51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,13,30,148,819,849,17,50.37,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,14,30,245,13,256,18,51.52,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,15,30,148,663,565,18,55.83,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,16,30,112,626,404,18,60.16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,17,30,82,468,213,18,64.42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,18,30,32,179,48,19,75.19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,19,30,0,0,0,19,81.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,20,30,0,0,0,20,88.45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,21,30,0,0,0,20,91.31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,22,30,0,0,0,20,93.6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,9,23,30,0,0,0,21,96.46,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,0,30,0,0,0,21,99.77,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,1,30,0,0,0,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,2,30,0,0,0,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,3,30,0,0,0,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,4,30,0,0,0,22,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,5,30,14,0,14,23,100,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,6,30,89,12,93,23,95.38,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,7,30,103,0,103,23,90.51,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,8,30,270,196,389,23,86.35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,8,10,9,30,349,122,440,23,86.06,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
